,Model,Train,Question ID,Correct,Source,Topic,Labels,Case Study,Test Question,Num Choices,Num Correct,APDVS,CC1
242,microsoft/Phi-4-mini-instruct,RAG_500,46.8,1,case_studies,venuous disease,None,0,0,5,1,0,1
243,microsoft/Phi-4-mini-instruct,RAG_500,41.9,0,case_studies,aortic disorders,None,1,0,7,5,0,0
244,microsoft/Phi-4-mini-instruct,RAG_500,33.5,1,case_studies,other,None,0,0,4,1,0,1
245,microsoft/Phi-4-mini-instruct,RAG_500,37.3,0,case_studies,aortic disorders,None,1,1,4,1,0,1
246,microsoft/Phi-4-mini-instruct,RAG_500,379,1,apdvs,lower extremity arterial disease,None,1,0,5,1,1,1
247,microsoft/Phi-4-mini-instruct,RAG_500,44.2,0,case_studies,lower extremity arterial disease,None,0,1,4,2,0,0
248,microsoft/Phi-4-mini-instruct,RAG_500,48.4,0,case_studies,venuous disease,None,0,0,4,3,0,0
249,microsoft/Phi-4-mini-instruct,RAG_500,382,1,apdvs,lower extremity arterial disease,None,1,1,4,1,1,1
250,microsoft/Phi-4-mini-instruct,RAG_500,46.6,1,case_studies,venuous disease,None,0,0,5,1,0,1
251,microsoft/Phi-4-mini-instruct,RAG_500,20.4,0,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
252,microsoft/Phi-4-mini-instruct,RAG_500,54.4.,0,case_studies,venuous disease,None,1,0,4,2,0,0
253,microsoft/Phi-4-mini-instruct,RAG_500,20.6,1,case_studies,endovascular surgery,None,1,0,5,1,0,1
254,microsoft/Phi-4-mini-instruct,RAG_500,20.8,1,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
255,microsoft/Phi-4-mini-instruct,RAG_500,41.5,1,case_studies,aortic disorders,None,1,0,5,1,0,1
256,microsoft/Phi-4-mini-instruct,RAG_500,371,1,apdvs,carotid disorders,None,1,1,5,1,1,1
257,microsoft/Phi-4-mini-instruct,RAG_500,63,0,racs,aortic disorders,None,0,0,4,2,0,0
258,microsoft/Phi-4-mini-instruct,RAG_500,38.5,1,case_studies,other,None,0,1,4,1,0,1
259,microsoft/Phi-4-mini-instruct,RAG_500,44.3,1,case_studies,lower extremity arterial disease,None,0,0,3,2,0,0
260,microsoft/Phi-4-mini-instruct,RAG_500,34.6,0,case_studies,carotid disorders,None,1,0,4,1,0,1
261,microsoft/Phi-4-mini-instruct,RAG_500,35.2,0,case_studies,aortic disorders,None,1,0,5,2,0,0
262,microsoft/Phi-4-mini-instruct,RAG_500,426,1,case_studies,lower extremity arterial disease,None,0,0,4,1,0,1
263,microsoft/Phi-4-mini-instruct,RAG_500,3b,1,apdvs,lower extremity arterial disease, fu,1,0,5,1,1,1
264,microsoft/Phi-4-mini-instruct,RAG_500,27.5,0,case_studies,lower extremity arterial disease,None,1,0,4,2,0,0
265,microsoft/Phi-4-mini-instruct,RAG_500,1b,1,apdvs,carotid disorders, sq,1,0,5,1,1,1
266,microsoft/Phi-4-mini-instruct,RAG_500,56.7,0,case_studies,venuous disease,None,1,0,5,1,0,1
267,microsoft/Phi-4-mini-instruct,RAG_500,24.1,0,case_studies,lower extremity arterial disease,None,0,1,5,2,0,0
268,microsoft/Phi-4-mini-instruct,RAG_500,429,0,case_studies,lower extremity arterial disease,None,0,0,4,3,0,0
269,microsoft/Phi-4-mini-instruct,RAG_500,52.2,0,case_studies,venuous disease,None,1,0,4,2,0,0
270,microsoft/Phi-4-mini-instruct,RAG_500,22.2,1,case_studies,lower extremity arterial disease,None,0,0,4,3,0,0
271,microsoft/Phi-4-mini-instruct,RAG_500,29.2,0,case_studies,carotid disorders,None,0,0,5,2,0,0
272,microsoft/Phi-4-mini-instruct,RAG_500,38.4,0,case_studies,other,None,0,0,8,7,0,0
273,microsoft/Phi-4-mini-instruct,RAG_500,64,1,racs,lower extremity arterial disease,None,0,0,4,2,0,0
274,microsoft/Phi-4-mini-instruct,RAG_500,54.8,0,case_studies,venuous disease,None,1,0,4,1,0,1
275,microsoft/Phi-4-mini-instruct,RAG_500,446,0,case_studies,aortic disorders,None,1,0,4,1,0,1
276,microsoft/Phi-4-mini-instruct,RAG_500,32.2,1,case_studies,aortic disorders,None,0,0,5,1,0,1
277,microsoft/Phi-4-mini-instruct,RAG_500,390,1,apdvs,lower extremity arterial disease,None,0,0,5,1,1,1
278,microsoft/Phi-4-mini-instruct,RAG_500,30.5,1,case_studies,aortic disorders,None,1,1,4,1,0,1
279,microsoft/Phi-4-mini-instruct,RAG_500,50.1,0,case_studies,venuous disease,None,0,1,5,1,0,1
280,microsoft/Phi-4-mini-instruct,RAG_500,31,0,racs,other,None,0,1,4,3,0,0
281,microsoft/Phi-4-mini-instruct,RAG_500,28.4,0,case_studies,aortic disorders,None,1,0,4,1,0,1
282,microsoft/Phi-4-mini-instruct,RAG_500,54.7,1,case_studies,venuous disease,None,1,1,3,1,0,1
283,microsoft/Phi-4-mini-instruct,RAG_500,54.1,0,case_studies,venuous disease,None,1,0,5,1,0,1
284,microsoft/Phi-4-mini-instruct,RAG_500,48.6,1,case_studies,venuous disease,None,0,0,5,3,0,0
285,microsoft/Phi-4-mini-instruct,RAG_500,21.4,1,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
286,microsoft/Phi-4-mini-instruct,RAG_500,16.1,1,case_studies,other,None,1,0,4,1,0,1
287,microsoft/Phi-4-mini-instruct,RAG_500,71,1,abvm,aortic disorders,None,0,0,4,1,0,1
288,microsoft/Phi-4-mini-instruct,RAG_500,25.2,0,case_studies,lower extremity arterial disease,None,0,0,7,3,0,0
289,microsoft/Phi-4-mini-instruct,RAG_500,21.1,1,case_studies,lower extremity arterial disease,None,1,0,5,1,0,1
290,microsoft/Phi-4-mini-instruct,RAG_500,41.3,0,case_studies,aortic disorders,None,1,0,8,4,0,0
291,microsoft/Phi-4-mini-instruct,RAG_500,35.1,1,case_studies,carotid disorders,None,1,0,5,1,0,1
292,microsoft/Phi-4-mini-instruct,RAG_500,26.4,0,case_studies,lower extremity arterial disease,None,0,0,5,4,0,0
293,microsoft/Phi-4-mini-instruct,RAG_500,2a,1,apdvs,carotid disorders, lq,0,0,4,1,1,1
294,microsoft/Phi-4-mini-instruct,RAG_500,5a,1,apdvs,lower extremity arterial disease, lq,1,0,4,1,1,1
295,microsoft/Phi-4-mini-instruct,RAG_500,69,1,abvm,venuous disease,None,0,0,4,1,0,1
296,microsoft/Phi-4-mini-instruct,RAG_500,443,0,case_studies,venuous disease,None,0,0,5,1,0,1
297,microsoft/Phi-4-mini-instruct,RAG_500,16.8,1,case_studies,aortic disorders,None,0,0,6,6,0,0
298,microsoft/Phi-4-mini-instruct,RAG_500,35.5,0,case_studies,carotid disorders,None,1,0,5,1,0,1
299,microsoft/Phi-4-mini-instruct,RAG_500,405,1,apdvs,endovascular surgery,None,0,0,5,1,1,1
300,microsoft/Phi-4-mini-instruct,RAG_500,448,0,case_studies,lower extremity arterial disease,None,0,0,3,1,0,1
301,microsoft/Phi-4-mini-instruct,RAG_500,420,0,case_studies,aortic disorders,None,0,0,5,3,0,0
302,microsoft/Phi-4-mini-instruct,RAG_500,38.8,0,case_studies,other,None,0,0,5,1,0,1
303,microsoft/Phi-4-mini-instruct,RAG_500,45.3,0,case_studies,lower extremity arterial disease,None,1,0,6,1,0,1
304,microsoft/Phi-4-mini-instruct,RAG_500,383,1,apdvs,lower extremity arterial disease,None,1,0,4,1,1,1
305,microsoft/Phi-4-mini-instruct,RAG_500,15.1,0,case_studies,lower extremity arterial disease,None,1,0,5,2,0,0
306,microsoft/Phi-4-mini-instruct,RAG_500,26.8,0,case_studies,lower extremity arterial disease,None,0,0,6,5,0,0
307,microsoft/Phi-4-mini-instruct,RAG_500,369,1,apdvs,carotid disorders,None,1,0,5,1,1,1
308,microsoft/Phi-4-mini-instruct,RAG_500,7a,1,apdvs,lower extremity arterial disease, lq,1,0,4,1,1,1
309,microsoft/Phi-4-mini-instruct,RAG_500,27.11,0,case_studies,lower extremity arterial disease,None,1,0,4,4,0,0
310,microsoft/Phi-4-mini-instruct,RAG_500,56,0,racs,lower extremity arterial disease,None,0,0,4,2,0,0
311,microsoft/Phi-4-mini-instruct,RAG_500,393,1,apdvs,venuous disease,None,0,0,4,1,1,1
312,microsoft/Phi-4-mini-instruct,RAG_500,46.9,1,case_studies,venuous disease,None,0,0,5,1,0,1
313,microsoft/Phi-4-mini-instruct,RAG_500,57.5,1,case_studies,venuous disease,None,0,0,3,2,0,0
314,microsoft/Phi-4-mini-instruct,RAG_500,45.6,1,case_studies,lower extremity arterial disease,None,0,0,5,1,0,1
315,microsoft/Phi-4-mini-instruct,RAG_500,2b,1,apdvs,carotid disorders, sq,0,0,4,1,1,1
316,microsoft/Phi-4-mini-instruct,RAG_500,49.1,0,case_studies,venuous disease,None,1,0,4,4,0,0
317,microsoft/Phi-4-mini-instruct,RAG_500,54,1,racs,other,None,0,0,4,3,0,0
318,microsoft/Phi-4-mini-instruct,RAG_500,29.3,0,case_studies,other,None,0,0,5,2,0,0
319,microsoft/Phi-4-mini-instruct,RAG_500,49,0,racs,other,None,0,0,4,2,0,0
320,microsoft/Phi-4-mini-instruct,RAG_500,36.2,0,case_studies,carotid disorders,None,0,0,5,2,0,0
321,microsoft/Phi-4-mini-instruct,RAG_500,14.6,1,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
322,microsoft/Phi-4-mini-instruct,RAG_500,36,0,racs,carotid disorders,None,0,0,4,2,0,0
323,microsoft/Phi-4-mini-instruct,RAG_500,15.6,1,case_studies,lower extremity arterial disease,None,1,0,5,1,0,1
324,microsoft/Phi-4-mini-instruct,RAG_500,47.3,1,case_studies,venuous disease,None,1,1,4,4,0,0
325,microsoft/Phi-4-mini-instruct,RAG_500,47.2,0,case_studies,venuous disease,None,1,1,4,4,0,0
326,microsoft/Phi-4-mini-instruct,RAG_500,52.4,0,case_studies,venuous disease,None,1,0,5,1,0,1
327,microsoft/Phi-4-mini-instruct,RAG_500,85,1,prep,other,None,1,0,4,1,0,1
328,microsoft/Phi-4-mini-instruct,RAG_500,421,0,case_studies,aortic disorders,None,0,0,5,3,0,0
329,microsoft/Phi-4-mini-instruct,RAG_500,412,1,case_studies,aortic disorders,None,0,0,4,1,0,1
330,microsoft/Phi-4-mini-instruct,RAG_500,16.7,0,case_studies,aortic disorders,None,0,1,5,2,0,0
331,microsoft/Phi-4-mini-instruct,RAG_500,434,0,case_studies,aortic disorders,None,0,0,5,2,0,0
332,microsoft/Phi-4-mini-instruct,RAG_500,31.4,0,case_studies,aortic disorders,None,1,1,4,2,0,0
333,microsoft/Phi-4-mini-instruct,RAG_500,54.ten,0,case_studies,venuous disease,None,1,0,4,1,0,1
334,microsoft/Phi-4-mini-instruct,RAG_500,26.2,0,case_studies,aortic disorders,None,1,0,6,5,0,0
335,microsoft/Phi-4-mini-instruct,RAG_500,21,0,racs,aortic disorders,None,0,1,4,1,0,1
336,microsoft/Phi-4-mini-instruct,RAG_500,23.1,0,case_studies,lower extremity arterial disease,None,0,0,4,4,0,0
337,microsoft/Phi-4-mini-instruct,RAG_500,41.1,1,case_studies,aortic disorders,None,1,0,5,2,0,0
338,microsoft/Phi-4-mini-instruct,RAG_500,396,0,apdvs,carotid disorders,None,1,0,4,1,1,1
339,microsoft/Phi-4-mini-instruct,RAG_500,50.3,1,case_studies,venuous disease,None,1,0,5,1,0,1
340,microsoft/Phi-4-mini-instruct,RAG_500,37,0,racs,lower extremity arterial disease,None,0,1,4,3,0,0
341,microsoft/Phi-4-mini-instruct,RAG_500,46.7,0,case_studies,venuous disease,None,0,1,5,1,0,1
342,microsoft/Phi-4-mini-instruct,RAG_500,22.3,0,case_studies,lower extremity arterial disease,None,0,0,4,2,0,0
343,microsoft/Phi-4-mini-instruct,RAG_500,78,0,prep,venuous disease,None,1,1,4,1,0,1
344,microsoft/Phi-4-mini-instruct,RAG_500,449,0,case_studies,aortic disorders,None,1,0,6,3,0,0
345,microsoft/Phi-4-mini-instruct,RAG_500,394,1,apdvs,venuous disease,None,0,0,4,1,1,1
346,microsoft/Phi-4-mini-instruct,RAG_500,42.3,0,case_studies,aortic disorders,None,0,0,5,1,0,1
347,microsoft/Phi-4-mini-instruct,RAG_500,47.1,0,case_studies,venuous disease,None,0,0,4,1,0,1
348,microsoft/Phi-4-mini-instruct,RAG_500,17.3,0,case_studies,lower extremity arterial disease,None,1,0,5,1,0,1
349,microsoft/Phi-4-mini-instruct,RAG_500,404,1,apdvs,aortic disorders,None,1,0,4,1,1,1
350,microsoft/Phi-4-mini-instruct,RAG_500,27,0,racs,carotid disorders,None,0,1,4,4,0,0
351,microsoft/Phi-4-mini-instruct,RAG_500,16.2,1,case_studies,aortic disorders,None,1,0,4,1,0,1
352,microsoft/Phi-4-mini-instruct,RAG_500,40.3,1,case_studies,venuous disease,None,1,0,5,1,0,1
353,microsoft/Phi-4-mini-instruct,RAG_500,50.4,0,case_studies,venuous disease,None,0,0,5,3,0,0
354,microsoft/Phi-4-mini-instruct,RAG_500,28.2,0,case_studies,aortic disorders,None,0,1,5,3,0,0
355,microsoft/Phi-4-mini-instruct,RAG_500,42.4,0,case_studies,aortic disorders,None,0,1,5,1,0,1
356,microsoft/Phi-4-mini-instruct,RAG_500,430,1,case_studies,lower extremity arterial disease,None,0,0,4,1,0,1
357,microsoft/Phi-4-mini-instruct,RAG_500,16.9,1,case_studies,aortic disorders,None,0,0,5,1,0,1
358,microsoft/Phi-4-mini-instruct,RAG_500,40.5,0,case_studies,carotid disorders,None,1,1,5,3,0,0
359,microsoft/Phi-4-mini-instruct,RAG_500,17.5,1,case_studies,lower extremity arterial disease,None,1,1,5,1,0,1
360,microsoft/Phi-4-mini-instruct,RAG_500,419,0,case_studies,aortic disorders,None,1,0,5,2,0,0
361,microsoft/Phi-4-mini-instruct,RAG_500,22.4,0,case_studies,lower extremity arterial disease,None,0,0,4,4,0,0
362,microsoft/Phi-4-mini-instruct,RAG_500,30.4,0,case_studies,aortic disorders,None,0,1,5,2,0,0
363,microsoft/Phi-4-mini-instruct,RAG_500,3aa,1,apdvs,lower extremity arterial disease, sq,0,0,4,1,1,1
364,microsoft/Phi-4-mini-instruct,RAG_500,28.3,0,case_studies,aortic disorders,None,1,0,4,4,0,0
365,microsoft/Phi-4-mini-instruct,RAG_500,48.3,1,case_studies,aortic disorders,None,0,1,4,1,0,1
366,microsoft/Phi-4-mini-instruct,RAG_500,18.2,0,case_studies,lower extremity arterial disease,None,1,1,4,2,0,0
367,microsoft/Phi-4-mini-instruct,RAG_500,74,1,prep,other,None,1,1,4,1,0,1
368,microsoft/Phi-4-mini-instruct,RAG_500,21.5,1,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
369,microsoft/Phi-4-mini-instruct,RAG_500,39.2,0,case_studies,venuous disease,None,0,1,5,5,0,0
370,microsoft/Phi-4-mini-instruct,RAG_500,14,0,racs,other,None,0,0,4,1,0,1
371,microsoft/Phi-4-mini-instruct,RAG_500,50.ten,0,case_studies,venuous disease,None,0,1,5,1,0,1
372,microsoft/Phi-4-mini-instruct,RAG_500,407,1,case_studies,aortic disorders,None,0,0,4,1,0,1
373,microsoft/Phi-4-mini-instruct,RAG_500,53,0,racs,other,None,0,1,4,4,0,0
374,microsoft/Phi-4-mini-instruct,RAG_500,431,0,case_studies,aortic disorders,None,0,0,5,3,0,0
375,microsoft/Phi-4-mini-instruct,RAG_500,53.4,1,case_studies,venuous disease,None,1,1,4,1,0,1
376,microsoft/Phi-4-mini-instruct,RAG_500,380,1,apdvs,lower extremity arterial disease,None,0,0,5,1,1,1
377,microsoft/Phi-4-mini-instruct,RAG_500,39.4,0,case_studies,venuous disease,None,1,0,5,1,0,1
378,microsoft/Phi-4-mini-instruct,RAG_500,35.3,1,case_studies,carotid disorders,None,1,0,5,1,0,1
379,microsoft/Phi-4-mini-instruct,RAG_500,32.3,1,case_studies,aortic disorders,None,0,0,5,1,0,1
380,microsoft/Phi-4-mini-instruct,RAG_500,38.9,0,case_studies,other,None,0,1,5,1,0,1
381,microsoft/Phi-4-mini-instruct,RAG_500,14.1,0,case_studies,aortic disorders,None,0,0,5,2,0,0
382,microsoft/Phi-4-mini-instruct,RAG_500,54.11,1,case_studies,venuous disease,None,1,0,4,1,0,1
383,microsoft/Phi-4-mini-instruct,RAG_500,9a,1,apdvs,venuous disease, lq,1,0,4,1,1,1
384,microsoft/Phi-4-mini-instruct,RAG_500,388,1,apdvs,lower extremity arterial disease,None,1,0,4,1,1,1
385,microsoft/Phi-4-mini-instruct,RAG_500,433,0,case_studies,aortic disorders,None,1,0,5,3,0,0
386,microsoft/Phi-4-mini-instruct,RAG_500,370,0,apdvs,carotid disorders,None,1,0,5,1,1,1
387,microsoft/Phi-4-mini-instruct,RAG_500,445,1,case_studies,lower extremity arterial disease,None,0,0,5,1,0,1
388,microsoft/Phi-4-mini-instruct,RAG_500,49.2,0,case_studies,venuous disease,None,0,0,4,1,0,1
389,microsoft/Phi-4-mini-instruct,RAG_500,67,0,racs,aortic disorders,None,0,0,4,2,0,0
390,microsoft/Phi-4-mini-instruct,RAG_500,9b,1,apdvs,venuous disease, sq,1,0,4,1,1,1
391,microsoft/Phi-4-mini-instruct,RAG_500,55.1,0,case_studies,aortic disorders,None,1,0,4,1,0,1
392,microsoft/Phi-4-mini-instruct,RAG_500,60,0,racs,lower extremity arterial disease,None,0,0,4,2,0,0
393,microsoft/Phi-4-mini-instruct,RAG_500,4b,1,apdvs,lower extremity arterial disease, sq,1,1,4,1,1,1
394,microsoft/Phi-4-mini-instruct,RAG_500,422,1,case_studies,aortic disorders,None,0,0,4,4,0,0
395,microsoft/Phi-4-mini-instruct,RAG_500,49.8,0,case_studies,venuous disease,None,0,0,4,1,0,1
396,microsoft/Phi-4-mini-instruct,RAG_500,46.5,1,case_studies,venuous disease,None,1,0,5,1,0,1
397,microsoft/Phi-4-mini-instruct,RAG_500,3ba,1,apdvs,lower extremity arterial disease, sq,1,0,5,1,1,1
398,microsoft/Phi-4-mini-instruct,RAG_500,47.5,0,case_studies,venuous disease,None,1,0,4,4,0,0
399,microsoft/Phi-4-mini-instruct,RAG_500,424,1,case_studies,aortic disorders,None,0,1,4,1,0,1
400,microsoft/Phi-4-mini-instruct,RAG_500,28.1,0,case_studies,aortic disorders,None,1,0,5,4,0,0
401,microsoft/Phi-4-mini-instruct,RAG_500,56.3,0,case_studies,carotid disorders,None,1,0,5,1,0,1
402,microsoft/Phi-4-mini-instruct,RAG_500,27.3,0,case_studies,lower extremity arterial disease,None,0,0,4,3,0,0
403,microsoft/Phi-4-mini-instruct,RAG_500,43.8,1,case_studies,venuous disease,None,1,1,5,1,0,1
404,microsoft/Phi-4-mini-instruct,RAG_500,36.3,1,case_studies,carotid disorders,None,0,0,3,1,0,1
405,microsoft/Phi-4-mini-instruct,RAG_500,49.3,0,case_studies,venuous disease,None,0,0,5,2,0,0
406,microsoft/Phi-4-mini-instruct,RAG_500,15.4,1,case_studies,lower extremity arterial disease,None,1,0,5,1,0,1
407,microsoft/Phi-4-mini-instruct,RAG_500,16.3,1,case_studies,aortic disorders,None,1,0,4,1,0,1
408,microsoft/Phi-4-mini-instruct,RAG_500,14.2,0,case_studies,lower extremity arterial disease,None,0,1,4,1,0,1
409,microsoft/Phi-4-mini-instruct,RAG_500,39,0,racs,venuous disease,None,0,0,4,2,0,0
410,microsoft/Phi-4-mini-instruct,RAG_500,6b,1,apdvs,lower extremity arterial disease, sq,1,1,5,1,1,1
411,microsoft/Phi-4-mini-instruct,RAG_500,447,0,case_studies,lower extremity arterial disease,None,0,1,4,1,0,1
412,microsoft/Phi-4-mini-instruct,RAG_500,41.2,0,case_studies,aortic disorders,None,1,0,5,2,0,0
413,microsoft/Phi-4-mini-instruct,RAG_500,27.1,0,case_studies,lower extremity arterial disease,None,1,1,4,3,0,0
414,microsoft/Phi-4-mini-instruct,RAG_500,439,1,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
415,microsoft/Phi-4-mini-instruct,RAG_500,76,1,prep,lower extremity arterial disease,None,1,0,4,1,0,1
416,microsoft/Phi-4-mini-instruct,RAG_500,38,0,racs,venuous disease,None,0,0,4,3,0,0
417,microsoft/Phi-4-mini-instruct,RAG_500,25.3,1,case_studies,lower extremity arterial disease,None,0,0,8,5,0,0
418,microsoft/Phi-4-mini-instruct,RAG_500,46.ten,0,case_studies,venuous disease,None,0,0,5,1,0,1
419,microsoft/Phi-4-mini-instruct,RAG_500,46,0,racs,other,None,0,0,4,4,0,0
420,microsoft/Phi-4-mini-instruct,RAG_500,42.2,1,case_studies,aortic disorders,None,0,0,4,1,0,1
421,microsoft/Phi-4-mini-instruct,RAG_500,399,1,apdvs,aortic disorders,None,0,0,4,1,1,1
422,microsoft/Phi-4-mini-instruct,RAG_500,24,0,racs,venuous disease,None,0,0,4,3,0,0
423,microsoft/Phi-4-mini-instruct,RAG_500,35,0,racs,other,None,0,0,4,2,0,0
424,microsoft/Phi-4-mini-instruct,RAG_500,40.4,0,case_studies,other,None,0,0,5,4,0,0
425,microsoft/Phi-4-mini-instruct,RAG_500,48.8,1,case_studies,venuous disease,None,0,0,4,3,0,0
426,microsoft/Phi-4-mini-instruct,RAG_500,11b,1,apdvs,aortic disorders, sq,1,0,5,1,1,1
427,microsoft/Phi-4-mini-instruct,RAG_500,8b,1,apdvs,venuous disease, sq,1,0,4,1,1,1
428,microsoft/Phi-4-mini-instruct,RAG_500,402,1,apdvs,endovascular surgery,None,0,0,4,1,1,1
429,microsoft/Phi-4-mini-instruct,RAG_500,48.5,0,case_studies,venuous disease,None,0,0,4,2,0,0
430,microsoft/Phi-4-mini-instruct,RAG_500,43.4,1,case_studies,venuous disease,None,1,0,5,1,0,1
431,microsoft/Phi-4-mini-instruct,RAG_500,44.1,1,case_studies,venuous disease,None,0,0,3,1,0,1
432,microsoft/Phi-4-mini-instruct,RAG_500,31.2,0,case_studies,aortic disorders,None,1,0,5,3,0,0
433,microsoft/Phi-4-mini-instruct,RAG_500,54.9,0,case_studies,venuous disease,None,1,0,5,3,0,0
434,microsoft/Phi-4-mini-instruct,RAG_500,435,0,case_studies,aortic disorders,None,0,0,5,2,0,0
435,microsoft/Phi-4-mini-instruct,RAG_500,14.4,1,case_studies,lower extremity arterial disease,None,0,0,4,1,0,1
436,microsoft/Phi-4-mini-instruct,RAG_500,51,0,racs,aortic disorders,None,0,0,4,4,0,0
437,microsoft/Phi-4-mini-instruct,RAG_500,49.9,0,case_studies,venuous disease,None,0,0,4,3,0,0
438,microsoft/Phi-4-mini-instruct,RAG_500,29,0,racs,venuous disease,None,0,0,4,3,0,0
439,microsoft/Phi-4-mini-instruct,RAG_500,36.4,1,case_studies,carotid disorders,None,0,1,3,1,0,1
440,microsoft/Phi-4-mini-instruct,RAG_500,34.3,1,case_studies,carotid disorders,None,1,0,4,1,0,1
441,microsoft/Phi-4-mini-instruct,RAG_500,41.7,1,case_studies,aortic disorders,None,1,0,3,1,0,1
442,microsoft/Phi-4-mini-instruct,RAG_500,45.4,1,case_studies,lower extremity arterial disease,None,1,0,5,1,0,1
443,microsoft/Phi-4-mini-instruct,RAG_500,8a,1,apdvs,venuous disease, lq,1,0,4,1,1,1
444,microsoft/Phi-4-mini-instruct,RAG_500,44,1,racs,lower extremity arterial disease,None,0,0,4,2,0,0
445,microsoft/Phi-4-mini-instruct,RAG_500,423,0,case_studies,aortic disorders,None,0,0,4,4,0,0
446,microsoft/Phi-4-mini-instruct,RAG_500,18.3,1,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
447,microsoft/Phi-4-mini-instruct,RAG_500,38.1,0,case_studies,other,None,0,0,5,1,0,1
448,microsoft/Phi-4-mini-instruct,RAG_500,48,0,racs,other,None,0,0,4,2,0,0
449,microsoft/Phi-4-mini-instruct,RAG_500,401,1,apdvs,endovascular surgery,None,0,1,5,1,1,1
450,microsoft/Phi-4-mini-instruct,RAG_500,24.5,0,case_studies,lower extremity arterial disease,None,0,0,5,3,0,0
451,gemini-2.0-flash-001,RAG_500,419,0,case_studies,aortic disorders,None,1,0,5,2,0,0
452,gemini-2.0-flash-001,RAG_500,32.1,1,case_studies,aortic disorders,None,1,0,5,1,0,1
453,gemini-2.0-flash-001,RAG_500,41.6,1,case_studies,aortic disorders,None,1,0,6,4,0,0
454,gemini-2.0-flash-001,RAG_500,401,1,apdvs,endovascular surgery,None,0,1,5,1,1,1
455,gemini-2.0-flash-001,RAG_500,52.5,0,case_studies,venuous disease,None,1,0,5,2,0,0
456,gemini-2.0-flash-001,RAG_500,39,1,racs,venuous disease,None,0,0,4,2,0,0
457,gemini-2.0-flash-001,RAG_500,45.3,1,case_studies,lower extremity arterial disease,None,1,0,6,1,0,1
458,gemini-2.0-flash-001,RAG_500,376,1,apdvs,aortic disorders,None,0,0,5,1,1,1
459,gemini-2.0-flash-001,RAG_500,62,0,racs,aortic disorders,None,0,0,4,2,0,0
460,gemini-2.0-flash-001,RAG_500,47.5,0,case_studies,venuous disease,None,1,0,4,4,0,0
461,gemini-2.0-flash-001,RAG_500,74,0,prep,other,None,1,1,4,1,0,1
462,gemini-2.0-flash-001,RAG_500,71,1,abvm,aortic disorders,None,0,0,4,1,0,1
463,gemini-2.0-flash-001,RAG_500,420,0,case_studies,aortic disorders,None,0,0,5,3,0,0
