question_id,source,labels,topic,question,answer,explanation
24,racs,gk,venuous disease,"Which of the following is true about Protein C? (select all that apply)

A. It is activated by Protein S
B. It is activated by thrombin-thrombomodulin complex
C. When activated, it inactivates activated factors V (Vc) and VIII (VIIIc)
D. When activated, it inactivates plasminogen activator inhibitor","B, C, D",
25,racs,gk,venuous disease,"Which of the following is true about Factor V Leiden mutation? (select all that apply)

A. It is associated with venous but not arterial thromboembolic events
B. It can be identified using polymerase chain reaction
C. It usually presents clinically after the fifth decade of life
D. It is characterised by protein C resistance","B, D",
26,racs,gk,other,"Which of the following is true about the portal vein? (select all that apply)

A. It runs upwards between the layers of the lesser omentum
B. It is usually formed by the union of the splenic and superior mesenteric veins
C. It drains blood from the stomach and oesophagus
D. It lies medial to the hepatic artery prope","A, B, C",
27,racs,gk,carotid disorders,"Which of the following are true about where the location of the external carotid artery? (select all that apply)

A. It is on the middle constrictor muscle
B. It is deep to the stylohyoid muscle
C. It is superficial to the stylopharyngeus muscle
D. It is superficial to the pharyngeal branch of the vagus nerve","A, B, C, D",
28,racs,gk,other,"Which of thhe following is true about the femoral nerve?  (select all that apply)

A. It gives, directly or indirectly, branches to the hip and knee joints
B. It gives branches to the quadriceps femoris muscle
C. It originates from the second, third and fourth lumbar spinal nerves
D. It supplies tensor fasciae latae","A, B, C",
29,racs,gk,venuous disease,"The great saphenous vein  (select all that apply)

A. is accompanied by lymphatics that drain most of the lower limb
B. is the pre-axial vein of the limb
C. is anterior to the medial malleolus
D. usually drains the deep veins of the calf by a single branch close to the knee joint","A, B, C",
30,racs,gk,other,"The sympathetic trunk in the thorax  (select all that apply)

A. has white rami communicantes lying proximal to the grey rami
B. supplies the abdomen through the hypogastric plexuses
C. usually has up to twelve ganglia
D. supplies sympathetic fibres to the eye and face via the T1 outflow","A, B",
31,racs,gk,other,"The hypoglossal nerve (select all that apply)

A. emerges from the medulla oblongata ventral to the olive
B. initially lies deep to internal jugular vein
C. leaves the skull through a canal in the occipital bone
D. supplies intrinsic but not extrinsic muscles of the tongue","A, B, C",
32,racs,gk,aortic disorders,"Common predisposing causes of aortic dissection include (select all that apply)

A. cystic medial degeneration
B. syphilitic aortitis
C. systemic hypertension
D. aortic atherosclerosis","A, C",
33,racs,gk,venuous disease,"With regard to coagulation, an effective indicant of  (select all that apply)

A. coagulation activity is the activated partial thromboplastin time (APTT)
B. extrinsic coagulation activity is the prothrombin time (PT)
C. platelet function is the skin bleeding time
D. anticoagulant activity is the level of activated factor XII","A, B, C",
34,racs,gk,other,"A moderate level of aerobic exercise produces (select all that apply)

A. an increase in ventilation which matches the increase in oxygen consumption
B. a decreased arterial pCO2
C. a decrease in mixed venous oxygen levels
D. a decrease in plasma bicarbonate","A, C",
35,racs,gk,other,"Chemical mediators of the inflammatory response which are derived from inactive precursors in plasma
include (select all that apply)

A. Bradykinin
B. Prostaglandins
C. C3a
D. Serotonin","A, C",
36,racs,gk,carotid disorders,"Structures which pass between the external and the internal carotid arteries include  (select all that apply)

A. the hypoglossal nerve
B. the glossopharyngeal nerve
C. a portion of the parotid gland
D. the stylopharyngeus muscle","B, D",
37,racs,gk,lower extremity arterial disease,"The lateral plantar artery (select all that apply)

A. anastomoses with the medial plantar artery to complete the plantar arch
B. crosses the sole obliquely on the lateral side of the lateral plantar nerve
C. lies superficial to the flexor accessorius muscle
D. anastomoses with dorsalis pedis and arcuate arteries via the plantar arch","B, C, D",
38,racs,gk,venuous disease,"Factor Xa inhibitors (select all that apply)

A. can be used in the management of acute pulmonary embolism and deep venous thrombosis in selected patients
B. require care when co-prescribed with azole antimycotics and HIV protease inhibitors
C. do not require regular blood coagulation monitoring
D. do not have specific reversal agents available","A, B, C",
39,racs,gk,venuous disease,"With the regard of nitric oxide (NO):  (select all that apply)

A. it inhibits vasodilatation
B. its production is induced in neutrophils and macrophages by gamma interferon
C. it strongly stimulates leukocyte recruitment
D. it reacts with superoxide to form nitrogen-derived free radicals in macrophages","B, D",
40,racs,gk,venuous disease,"In the Lymphatic Vascular System (select all that apply)

A. there are no valves
B. there is no smooth muscle in the vessel wall
C. the thoracic duct drains into the confluence of the right internal jugular and subclavian veins
D. there may be erythrocytes
E. none of the above",E,
41,racs,gk,other,"In healing skin wounds (select all that apply)

A. early provisional matrix has a high content of Type III collagen
B. regeneration of dermal appendages occurs over several months
C. fibronectin from plasma plays an important role in healing
D. cross-linkage of collagen is achieved by metalloproteinases","A, C",
42,racs,gk,other,"The following structures traverse the diaphragm, but do NOT go through its three major openings:
 (select all that apply)

A. the left phrenic nerve
B. right vagal trunk
C. the right sympathetic trunk
D. the left internal thoracic artery","A, C, D",
